I hear a grinding noise as I drive.,other
"Leak of a clear, cloudy, oil like substance in the front.",other
Cannot get the car would make a click click clicking sound - maybe a dead battery?,starter
Have to cycle the ignition three times before the car to turn over.,starter
While driving I hear lot of grinding and scraping noises when stopping.,brakes
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
I think my alignment is bad.,other
I tried starting my car starts.,starter
"When it rains, the car won't shift out of the car.",other
When I turn the key and nothing happens,starter
Just that odd clicking noise....,starter
I don't get it.,other
Alternator is faulty,starter
The seat belt itself on the side of the car.,other
Shuttering when accelerating,other
Plus it seems it takes more force to stop when I press on the brakes.,brakes
"I can't put gas in my car if the control says, eg.",other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
My car is behaving very weird.,other
It seems like I have to brake again.,brakes
That is all,other
super frustrating every time I start my car starts.,starter
My car makes a sputtering noise and does not start.,starter
Parking brake doesn’t return once released,brakes
Front right corner is dented from a collision.,other
"sometimes, it won't go up at all!",other
Car creates whistle sound each time I start it,starter
It seems like I have to brake the car made horrible grinding noises.,brakes
My tire keeps going flat.,other
The windshield has a lot of black smoke and acrid smell.,other
It is very unpleasant.,brakes
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
"This is the third one, and I hear a rattling noise when I push the gas peddle.",other
I turn the key and nothing happens,starter
The car is very slow to get moving and there's a horrible grinding noise as I drive.,other
Alternator is faulty,starter
The oil change has been performed.,other
I have the button pushed in and the fan is running full blast.,other
Metallic scraping or grinding noise when stopping.,brakes
my brakes make a terrible sound when stopping.,brakes
Car makes a squeaky noise when stopping.,brakes
"This must be a sensor issue on this tire, but I'm not sure.",other
my brakes make a terrible sound when stopping.,brakes
The gas door won't open.,other
It makes a weird whirring sound every time I try to start the engine doesn’t power up,starter
Dashboard computer reboots when traveling above 80mph,other
I'm hearing a noise and feeling a vibration when I push the gas peddle.,other
"When I hit the start button to turn everything off, everything stays on.",other
"super frustrating every time I start my car it just stops again, what is wrong!",starter
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Steering wheel shakes uncontrollably when I push the gas peddle.,other
"Rear right tail light is on, which means I need to have the car is behaving very weird.",other
"When I hit the start button to turn everything off, everything stays on.",other
Brake pedal vibrates or feels unsteady as you press down,brakes
Alternator is faulty,starter
The car pulls to the air bag or seat belt.,other
There's slack in my car,other
car makes grinding noise,brakes
"This must be a sensor issue on this tire, but I'm not sure.",other
Cannot get the car to turn over.,starter
my brakes make a squeaking noise whenever I try to stop the car.,brakes
Sometimes the car to turn over.,starter
"This must be a sensor issue on this tire, but I'm not sure.",other
I keep my foot firmly pressing down on the brake pedal vibrates,brakes
Car dies when I step on the the fourth time.,starter
Squealing sound,brakes
It makes clunking noises when I open my rear trunk,other
"When I try to start the car, it spits and sputters for a while and never turns over.",starter
"A/C is working, but is not blowing out cold air",other
The battery is getting old so my range is a bit short these days.,other
I have a keyless start system and when I stop at a light or stop sign and then nothing happens.,starter
My tire keeps going flat.,other
Brake pedal vibrates or feels unsteady as you press down,brakes
"The battery is getting old so my range is a lag when I manually check it, it is fine.",other
"When I drive, I feel like the car evaluated.",other
"When I tried to drive, the car",brakes
Please help ASAP!,starter
"When I'm taking a left turn, the steering wheel shakes uncontrollably when I bought the car.",other
Exhaust has a lot of black smoke and acrid smell.,other
The windshield has a lot of black smoke and acrid smell.,other
Car creates whistle sound each time I try to start the engine doesn’t power up,starter
There isn't an immediate response.,other
Parking brake doesn’t return once released,brakes
Sometimes the car would make a click click clicking sound but would not start.,starter
The warning indicator light is out.,other
Dashboard computer reboots when traveling above 80mph,other
It then takes several clicks on the left door is scratched.,other
Plus it seems it takes more force to stop when I try to stop and sometimes very bumpy.,brakes
There a loud knocking sound coming from somewhere in the front.,other
Car takes too long to stop when I press on the brake pedal.,brakes
Usefulness is vanishing...,other
I turn the key in it makes a weird whirring sound every time I start it,starter
That's all good.,other
It was really cold out and I could not get the emergency brake to disengage.,brakes
My air conditioning is whistling whenever it's turned on low.,other
"This is the third one, and I don't get it.",other
Brake pads appear less than ¼ inch thick,brakes
Please help ASAP!,starter
"Rear right tail light is on, which means I need to have the car is now a pile of ashes.",other
"Then I have to press the brake pedal all the way to the floor, and the car does not stop",brakes
The other 3 tires report normally.,other
My tire keeps going flat.,other
Metallic scraping or grinding noise when breaking.,brakes
I'm on the passenger front side is having issues and does not feel secure.,other
I don't get it.,other
My battery keeps dying.,other
Customer states breaks make a squeaking noise whenever I try to brake again.,brakes
I can hear the starter firing but the engine doesn’t power up,starter
Car does not turn over,starter
Usefulness is vanishing...,other
And the brake pedal.,brakes
My tire keeps going flat.,other
My air conditioning doesn't seem to be wearing down at different rates.,other
It is very unpleasant.,brakes
There is a light that came on that looks to be working.,other
When coming to a complete stop.,brakes
"When I tried to drive, the car made horrible grinding noises.",brakes
"When I'm taking a left turn, the steering wheel shudders and I don't get it.",other
Customer states breaks make a terrible sound when stopping.,brakes
The brake squeak and any time the slightest pressure is applied to the brake pedal.,brakes
"sometimes, it won't go up at all!",other
Fuel economy has gotten very bad.,other
I have replaced the battery since the lights and radio worked but it doesn't work.,starter
Usefulness is vanishing...,other
It seems like I have to press the brakes disengage.,brakes
I press the brake pedal vibrates or feels unsteady as you press down on the brake pedal.,brakes
"This is the third one, and I hear a rattling noise when I bought the car.",other
There a loud knocking sound coming from somewhere in the back of the car.,other
"Car creates whistle sound each time I start my car it just stops again, what is wrong!",starter
I was working on the side of the car.,other
Car does not turn over,starter
Then I have to brake again.,brakes
It makes a grinding noise too.,starter
"I can't drive that way, always these bullshitty new technologies...",starter
"Where's the place, where I need to insert my key to start it.",starter
Sometimes when I press on the brake pedal.,brakes
Just that odd clicking noise....,starter
It seems like I have to press the brakes,brakes
That's all good.,other
The driver side window auto function does not feel secure.,other
I'm having an issue with fuel injection sensor or pressure.,other
Have to cycle the ignition three times before the car doesnt start.,starter
Please help ASAP!,starter
"The gas door won't open, and I'm all out of gas.",other
The car won't start!,other
Brake pedal vibrates or feels unsteady as you press down on the brake pedal,brakes
Car does not turn over.,starter
It was really cold out and I could not get the emergency brake to disengage.,brakes
"When I tried to drive, the car comes to a complete stop.",brakes
Just that odd clicking noise....,starter
Alternator is faulty,starter
My window won't roll up.,other
"I have the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
"sometimes, it won't go up at all!",other
When I try to start the engine doesn’t power up,starter
car makes grinding noise and brakes disengage,brakes
my brakes make a terrible sound when stopping.,brakes
"It won't go, but it kind of won't stop either.",other
It is more squealing or screeching sounds than grinding.,brakes
Car takes too long to stop,brakes
Brake pads appear less than ¼ inch thick,brakes
When I try to start the engine doesn’t power up,starter
"When I hit the start button to turn everything off, everything stays on.",other
The steering wheel shakes uncontrollably when I bought the car.,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
"A/C is working, but is not blowing out cold air",other
"When I drive, I feel like the car is very unsafe.",other
"I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
Customer states breaks make a squeaking noise whenever I try to brake again.,brakes
Shuttering when accelerating,other
my brakes make a terrible sound when stopping.,brakes
The paint on the road,other
My window won't roll up.,other
the privacy glass between my driver and my seating area doesn't work,other
Alternator is faulty,starter
That's all good.,other
Dashboard computer reboots when traveling above 80mph,other
Customer states breaks make a deep grinding metal sound,brakes
Usefulness is vanishing...,other
Fuel economy has gotten very bad.,other
Brake pedal vibrates or feels unsteady as you press down on the brake pedal,brakes
"When it rains, the car does not feel secure.",other
Everything seems to be wearing down at different rates.,other
I have a problem with my blinker fluid.,other
"Brake pedal engagement varies, sometimes hard sometimes soft",other
The left rear window only rolls down but does not roll back up.,other
I'm having an issue with fuel injection sensor or pressure.,other
Just that odd clicking noise....,starter
Alternator is faulty,starter
Brake pads appear less than ¼ inch thick,brakes
Just that odd clicking noise....,starter
"To much technology, and that is ieven getting worse from model to newer model.",other
The gas door won't open.,other
"It won't go, but it won't go up at all!",other
The car is leaning on left,other
I can hear the starter with a hammer.,starter
The paint on the menu to return to my car if the door won't open.,other
The warning indicator light is out.,other
Shuttering when accelerating,other
It won't start again.,starter
